Source_Wallet_ID,Dest_Wallet_ID,Timestamp,Amount,Token_Type
0xa73fa370fa036cdc2cbaa04291956ac8daecba15,0xecd953c6ba28ecf2adabfcbfcffda564eae8ce2f,1777342,3.222157,ETH
0x9c4902221cb7f8e2cacb08e99b38f56a9c8ed7e9,0xe0c9cfda7502bfea9b5540ea6990c5b0b13e6eea,1777354,26.384427,USDT
0xc7a84ffa16cecff35fef551b7ee8e46defc0987c,0x1333b05b5ee50cbec3f53b5552c97880f3bb59a2,1777355,16.08927,USDT
0x8810d3153e7a6d80df0fdedb0ff7827af5dfd1c5,0xb82411acee31bbc0a8dc94aed5b8fda7cc90aab2,1777356,33.943894,USDT
0xefff7bae09cfbf26accefb9a9a35a5749e0efc14,0x72beb78cff6c463ae609aed33ace4b6ffa1b7b49,1777359,39.508693,USDT
0x22fa2ed432ba15fbe05d1a9dfa1cd8fbabacd33e,0x916ebead4fc63dfa0a8d3b7630d6fecebc0cddfb,1777360,14.280398,BNB
0xc3e2da71d12876dabcaa3fcf995ecc1cbd891aba,0xa507ad335f0aa108debaa12f5b0f5e01abe23c0e,1777360,27.566973,ETH
0x8f502d25fc90188d2da51f65d4eaa68ee5951d24,0x0def097cacd3735a72acf3bedcffdd4aaffd626d,1777361,49.428734,USDT
0x8da8aaf21e85a6a406e25ab8e79a3da7157dcce5,0xdad62a70fb29b787b4f932086cc0137b5253ef1d,1777361,33.060089,ETH
0xe18ffc39b9bdf2fd6f6c4edca341afb7eacabdcc,0x35eab6ddbc6db9cc3bbae60de5bafa9b9ad405c6,1777363,13.258079,BNB
0x8cbfd7b68160d64790c6c58d7db479f77aa33a5e,0x7ba9f5bd2feaede08eb03fbdf8fe7282628d18ca,1777364,131.645832,BTC
0xdca4ac1dc3ac54aaafdc6a1daccc84feb308fa2b,0xdf5c9de4cca4272fa177af77c31fa4f18b8e2ac7,1777367,7.666597,BNB
0x7e2bae2aac3c561dcfeaad830608abeed3b9dcea,0xae01918d36ef170fcbaf51db929bfab8d9df7bfc,1777371,42.732727,BNB
0xed2d8c79c6eccba7a2c6cf762dcd58c40badcced,0x7e2bae2aac3c561dcfeaad830608abeed3b9dcea,1777374,4.071506,USDT
0xc8dcaedb35efed4e5c88db4aff0f72c048e7e4cb,0x567f1cafea195fd6a9e7c5c9943cbefafebe1cc7,1777374,23.899385,ETH
