Source_Wallet_ID,Dest_Wallet_ID,Timestamp,Amount,Token_Type
0x4adff7fc2e6aaca794fcfceacba5ecfecdc32dcc,0x69b348e5c6157bcec99c59ea1e46c6ffe157e3f8,1777346,3.069546,BNB
0x444e9ffb64f3f806a8311c8e26c7f5ae9f7ea6cd,0xbc9913c80fa40c6d07cf405e5c70ef6bd6ba82d4,1777347,7.304147,USDT
0x0ae241e13ffea44d85a69e3be898adbc6612f857,0xebcbfeffb6ff51fa74e3fca37962bbe4e40bd3c8,1777350,0.786596,ETH
0x69b348e5c6157bcec99c59ea1e46c6ffe157e3f8,0xebcbfeffb6ff51fa74e3fca37962bbe4e40bd3c8,1777359,75.858559,BNB
0x2d07981d3f1cd59c0a47e172ba8aced2abf63adf,0x337b72e06f95f7d67afdf6526c21888a4f96f8af,1777359,14.952362,USDT
0xad6e9aaf9a9917cc4efdfe7ae6f1fefbbd115b8e,0xfade56a6f58254c49fabb8cbfe4bbc4ae9b8b9d6,1777368,20.460643,BTC
0xdfeb7aebfd74d39b89fcb4a8fec4ee305ca0e1ca,0xa529bad0bca43ebadfdb4ebf859fc16be3a20cbd,1777369,3.526433,USDT
0x46f01aeececf2cb73e4ec410d48fdd3abd724bcd,0x31dccca0caefabb074aebe9d038cefcbab5b7f9c,1777373,15.070914,BTC
0xead5fd198dcbcfedd2c3d14ad9f7f89f84001bca,0xea6e074f919dfa517597ddc7d2c1bccfc79efae9,1777375,4.64072,BNB
0xb1be21c08530eafbde750ab014edddce0a5eaea8,0x974bf5af18ed0bd0e6eebed1bb9ecfcff606aad1,1777375,136.506875,BNB
0xdcc4daf5d491be9bce66e395ccb44cd5f2edabce,0xc8fdcbc2afd3c0aff976f44e7c54be5efc51afd1,1777386,15.903672,ETH
0x31bf61b1bafd14a0a9ff4e2fbdc00a01e4f3b0a4,0xbc9913c80fa40c6d07cf405e5c70ef6bd6ba82d4,1777386,4.00726,BTC
0x3fa7178de7d4f53f6a1bb9bbb04914ecc38c797f,0x358b508da07efea1bfd7d47becba0a56aaf9f3e5,1777387,16.663103,BTC
0xc9d8f01ccc1cd7d074ffbb92c4ec17fa0c879ad4,0x8e9ee6b6fcb2bef3bce75593fe929dde1e704bae,1777394,10.268122,BNB
0xbcbfadd2a2dabc0191e35f2c7bc158f694c9e0ce,0x4adff7fc2e6aaca794fcfceacba5ecfecdc32dcc,1777395,1.978398,USDT
0x1bfafe091bed54ee788eccd0b6d3dabbacbd6570,0xa529bad0bca43ebadfdb4ebf859fc16be3a20cbd,1777403,47.588992,USDT
0x854a5c1832f072234ff5cb04fbf8866a8ac24f71,0xbffd82f209dfa54b94a6effef6e53b89683e5088,1777415,7.475256,BTC
0xbbf8b4508df179bbc4ee032dcdccde6a278f4a11,0x8b8ca32b1cadb1bd363f8c37ac598f3d7e6e46ef,1777421,9.7638,BNB
0x5d0c973a93f4fbffb6d7e07afc7b4dffcfff0bc7,0x6dfa1cfccfb50596a5e5a2deb7cc9d22c73a7277,1777422,477.033143,BNB
0x1bf7ac59d047dfd17899fbebb0fe7bf25a0f74ad,0xc49a9f839ace225fd4fc5f73aacceabdddbbe12a,1777430,152.647428,BNB
0x854a5c1832f072234ff5cb04fbf8866a8ac24f71,0xeec22d5e29bc5ffdd05a556349ec6b9797a66ddb,1777431,2.586259,BTC
0x85b3de15eeeafcc8f4ed73ccaddbfde9576814a5,0x0ae670cae562a916dbc379efea3deafef34adba3,1777431,7.679461,BTC
0xd7f6d2cfde6d4ecbaecdc3c8cceeaafacafa6d0a,0xece1c2cd7a8659b9dea3ea627216aaf22a0c1e2c,1777435,1.945007,BNB
0x8b8ca32b1cadb1bd363f8c37ac598f3d7e6e46ef,0xd3ec69e064dfbb1f24dc351ef9aee04ac617ce07,1777436,139.663328,USDT
0xc66dbb3134f02dc32f47b6ce8ddaead8c0e85b4a,0xbffc961cfcbd18bd3a71aaeebe474bbc01edc54f,1777440,16.314214,ETH
0x2d07981d3f1cd59c0a47e172ba8aced2abf63adf,0xebcbfeffb6ff51fa74e3fca37962bbe4e40bd3c8,1777441,47.926741,USDT
0x55a3b937bd5df3a252cefdd452f2c8c9eab1e0d8,0x3d58cab2accee0a9fa3db0e5e0bbddef5fee7a70,1777452,9.241107,BTC
0xbb9b36cedec9ccf661aab254ff0c05d10db68a9f,0xa529bad0bca43ebadfdb4ebf859fc16be3a20cbd,1777466,26.526484,USDT
